,Date,Sentiment,Text
73,2021-02-15,0.6990315318107605,BHP the world's top miner reported a rise in its first half profit helped by record production from its iron... 
74,2021-02-04,0.08015906810760498,Vale SA reached a settlement agreement with Brazilian authorities for a dam collapse that killed people and led... 
75,2021-02-01,0.15015466511249542,With iron ore at a crossroads investors turn to Brazilian producer Vale for the final piece of the supply puzzle 
76,2020-12-20,0.29430726170539856,Australia upgraded its forecast for earnings from mining and energy exports in the financial year as booming i... 
77,2020-12-19,0.06002216786146164,The Republic of Congo terminated its contract with Australian miner Sundance Resources to develop the massive Mbala... 
78,2020-12-19,0.11676023155450821,The recent speculation driven surge in the value of iron ore is unsustainable and the trend will be reversed when t... 
79,2020-12-16,0.146990105509758,Australia sticks with a conservative iron ore price forecast in its latest budget update setting the country up fo... 
80,2020-12-14,0.09285663813352585,Iron ore futures in Singapore tumble from the highest since after a leading mills' group in China stepped up t... 
81,2020-12-10,0.4738769829273224,Iron ore futures in Singapore surge almost this year hitting their highest since trading started in ... 
82,2020-12-09,0.7521726489067078,Here's a rundown of your top economic news today 
83,2020-12-08,0.7538313269615173,Here's the latest news and analysis from Bloomberg Economics 
84,2020-12-08,0.0754563957452774,As China Australia relations worsen Beijing is delivering a huge cash windfall to Canberra and Australia's economy... 
85,2020-10-20,0.048317987471818924,Iron ore continues to enjoy a tailwind from record Chinese steel production although the weight of ore supply is l... 
86,2020-10-19,0.5476076602935791,Vale produced more iron ore than expected last quarter delivering its best result in almost two years 
87,2020-09-29,0.15564805269241333,Ships that transport coal and iron ore to China are seeing a surge in earnings as the nation's demand for commoditi... 
88,2020-09-29,0.0020431573502719402,Australian authorities are contending with a rising number of coronavirus cases on a ship stranded off the world's... 
89,2020-09-28,0.034645311534404755,Australia's budget deficit is set to widen from estimates due to Melbourne's renewed lockdown but will be somewhat... 
90,2020-09-27,0.012963123619556427,Australia predicts a rally in prices may plateau and warned of risks to demand given the market's reliance on China... 
91,2020-09-17,0.0594225637614727,Iron ore's blistering performance in the first half of the year may be thrown into reverse 
92,2020-09-15,0.332597941160202,Australia's central bank said the appreciation of the currency was consistent with higher commodity prices parti... 
93,2020-09-03,0.04237372428178787,If China wants to turn the screw on Australia commodity trades like coal dairy and iron ore could be affected 
94,2020-08-31,0.3156962990760803,A twin speed economy is developing in Australia and posing a challenge for the central bank as Chinese demand for... 
95,2020-08-30,0.3156962990760803,A twin speed economy is developing in Australia and posing a challenge for the central bank as Chinese demand for... 
96,2020-08-28,0.5020307302474976,Here's the latest on what's moving stocks in South Africa today 
97,2020-08-19,0.1069873571395874,Iron ore's stunning rally risks slowing down as miners ramp up output 
98,2020-08-07,0.05912325531244278,China followed up its massive import pull in June with a record iron ore haul last month although port congestion... 
99,2020-07-30,0.528145432472229,Producers don't typically talk down the price of their commodities. But that's what Vale is doing with iron ore 
100,2020-07-29,0.07790906727313995,Australia is lowballing the price estimate of iron ore its largest export setting up a buffer for the economy and... 
101,2020-07-29,0.021293392404913902,China's purchases of iron ore from India rocketed to an eight year high in the first half of fueled by supply... 
102,2020-07-20,0.5796343684196472,Rio Tinto says its making progress with a major new iron ore hub in Guinea 
103,2020-07-04,0.8037696480751038,Here's what to watch in commodities next week 
104,2020-07-01,0.012254243716597557,The cost of moving commodities like coal and iron ore across the world's oceans is surging 
105,2020-06-30,0.008562940172851086,A souring relationship with Australia and supply shocks in Brazil may reignite China's ambitions to reduce its depe... 
106,2020-06-28,0.26468366384506226,Top iron ore shipper Australia predicts elevated prices will stay for the rest of as Chinese demand strengthen... 
107,2020-05-29,0.047490380704402924,Iron ore futures powers toward a ton in Singapore lifted by a record monthly advance driven by supply woes in... 
108,2020-05-13,0.03867068514227867,Iconic Brazilian companies Vale and Eletrobras were removed from Norway's sovereign wealth fund the world's bigges... 
109,2020-05-07,0.23535464704036713,Australia's trade surplus swelled to a record in March as prices and volumes of commodities like iron ore surged 
110,2020-04-21,0.8463135957717896,Here's the latest from companies across Europe 
111,2020-03-12,0.04098403826355934,Rio Tinto will pay former CEO Sam Walsh about . million in bonuses withheld amid probes related to an African ir... 
112,2020-03-05,0.4814910292625427,JUST IN China plans to approve developing giant Simandou iron ore mine 
113,2020-02-26,0.1783812940120697,Rio Tinto rejects targets for reducing the carbon emissions generated by its iron ore customers 
114,2020-02-26,0.1783812940120697,Rio Tinto rejects targets for reducing the carbon emissions generated by its iron ore customers 
115,2020-02-18,0.22787702083587646,BHP Warns Over Virus Impact as Iron Ore Profits Boost New CEO 
116,2020-02-12,0.5684893727302551,Top Indian iron ore miner targets jump in output next year 
117,2020-02-09,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
118,2020-02-09,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
119,2020-02-08,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
120,2020-02-08,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
121,2020-02-05,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
122,2020-02-05,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
123,2020-02-04,0.6264477968215942,Here's who's circling around iron ore riches buried under an African jungle 
124,2020-02-04,0.3778378367424011,Big names including billionaire Robert Friedland and ex Xstrata CEO Mick Davis are circling Guinea's iron ore depos... 
125,2020-01-21,0.13777826726436615,Ships along India's coast hauling everything from iron ore to consumer goods may run out of fuel as the nation st... 
126,2020-01-21,0.13777826726436615,Ships along India's coast hauling everything from iron ore to consumer goods may run out of fuel as the nation st... 
127,2019-12-04,0.409819632768631,Buying iron ore is getting more like shopping on Amazon 
128,2019-12-03,0.22505852580070496,Shares top iron ore miner Cleveland Cliffs are headed for their steepest decline in months after agreeing to buy... 
129,2019-11-27,0.7000056505203247,Rio Tinto raises iron ore spending to billion a sign of confidence in demand from China 
130,2019-11-12,0.1359831839799881,Anglo American raises its production forecast for its giant Brazil iron ore operations for a second time 
131,2019-11-04,0.22946403920650482,Australian mining magnate Gina Rinehart's fortune swelled . billion after her closely held company reported impr... 
132,2019-10-31,0.3794954717159271,Iron ore shipments from Rio Tinto could rise as much as in 
133,2019-10-25,0.19852153956890106,China's old school appetite for iron ore has catapulted a miner ahead of some of the hottest tech sector giants as... 
134,2019-10-25,0.19852153956890106,China's old school appetite for iron ore has catapulted a miner ahead of some of the hottest tech sector giants as... 
135,2019-10-22,0.20238856971263885,Anglo American raises its production forecast this year for the Minas Rio mine in Brazil 
136,2019-10-03,0.048690032213926315,Higher iron ore imports by India loom as mining leases expire 
137,2019-09-29,0.029417091980576515,The world's top iron ore exporter cut its outlook for global steel demand 
138,2019-09-27,0.11981352418661118,ArcelorMittal is evaluating a potential sale of some of its iron ore operations as the world's biggest steelmaker... 
139,2019-09-16,0.029054149985313416,Most valuable steel mill in India predicts iron ore price will fall to next year 
140,2019-09-12,0.15067444741725922,Iron ore's glory days seen numbered as China's demand rolls over 
141,2019-09-03,0.12620694935321808,Australia posts its first current account surplus since underpinned by a surge in iron ore prices... 
142,2019-08-30,0.02398252673447132,Coal and iron ore shipping costs just hit a nine year high because owners are taking their vessels out of the marke... 
143,2019-08-12,0.004275968763977289,Iron ore sank toward a ton extending this month's rout after China poured fuel on demand fears 
144,2019-08-09,0.006023726891726255,Iron ore is heading for its worst week since on concerns demand is slowing just as supply picks up... 
145,2019-08-07,0.29787224531173706,Iron ore extends epic sell off with retreat back into the s 
146,2019-08-06,0.09292616695165634,Iron ore collapses into a bear market 
147,2019-08-05,0.13394197821617126,Iron ore futures collapse back below as rout gathers pace 
148,2019-08-01,0.020654547959566116,Rio Tinto missed out on the full benefits of iron ore's dramatic rally after missteps at key operations in Australia 
149,2019-07-25,0.08797851949930191,The mining industry is starting to split on who bears responsibility for all the carbon emissions caused by smeltin... 
150,2019-07-25,0.08797851949930191,The mining industry is starting to split on who bears responsibility for all the carbon emissions caused by smeltin... 
151,2019-07-25,0.3153162896633148,Anglo American plans to buy back up to billion of shares after the diversified miner reaped bumper profits from... 
152,2019-07-20,0.44162818789482117,Vale's second quarter production due next week may offer clues on an end to shortages 
153,2019-07-19,0.44162818789482117,Vale's second quarter production due next week may offer clues on an end to shortages 
154,2019-07-17,0.09400860965251923,BHP forecasts iron ore production will rise as much as this fiscal year after output slumped to a first annual d... 
155,2019-07-12,0.3309254050254822,Forget about oil bonds and tech. This tiny ETF has gained more than so far in July 
156,2019-07-12,0.285103440284729,The world's largest mining company says it could build more iron ore mines over the next to years in nort... 
157,2019-07-04,0.09950052201747894,Iron ore prices race past triggering warnings 
158,2019-07-03,0.4375700354576111,Australia trade surplus rockets to record on resurgent iron ore 
159,2019-06-30,0.037047985941171646,Australia's iron ore exports to drop for the first time in years 
160,2019-06-25,0.26137134432792664,South African mining stocks haven't had it this good in more than a decade 
161,2019-06-20,0.6060923933982849,Millennials' shopping habits have helped fuel hefty gains at an Australian hedge fund this year 
162,2019-06-19,0.6060923933982849,Millennials' shopping habits have helped fuel hefty gains at an Australian hedge fund this year 
163,2019-06-11,0.018702760338783264,Iron ore prices are near a five year high and one of Asia's top steelmakers warned that it will seek to pass the su... 
164,2019-06-10,0.018702760338783264,Iron ore prices are near a five year high and one of Asia's top steelmakers warned that it will seek to pass the su... 
165,2019-05-28,0.022637564688920975,The steel industry is facing a double whammy of falling prices and rising costs for iron ore 
166,2019-05-28,0.04017334803938866, Stock benchmarks in Japan Australia Yuan dips U.S. year yields approached their lowest levels since Octobe... 
167,2019-05-17,0.04055601358413696,Guinea has some of the world's richest iron ore deposits but it has never exported a ton 
168,2019-05-17,0.5890157222747803,Iron ore surges to the highest since 
169,2019-05-17,0.04055601358413696,Guinea has some of the world's richest iron ore deposits but it has never exported a ton 
170,2019-05-12,0.04005083441734314,From pork in China to iron ore in Brazil inflation is flickering in parts of the global economy 
171,2019-05-12,0.04005083441734314,From pork in China to iron ore in Brazil inflation is flickering in parts of the global economy 
172,2019-05-12,0.04005083441734314,From pork in China to iron ore in Brazil inflation is flickering in parts of the global economy 
173,2019-04-18,0.04300025850534439,The rally in iron ore looks precarious 
174,2019-04-18,0.6255329251289368,Mining dealmaker Mick Davis has won permission to export iron ore from a planned mine in West Africa adding moment... 
175,2019-04-18,0.04300025850534439,The rally in iron ore looks precarious 
176,2019-04-08,0.16035379469394684,Iron ore is poised to hit a ton thanks to very very low seaborne cargoes and a possible pick up in Chinese... 
177,2019-04-03,0.3711652159690857,The world's biggest iron ore export port is expecting a timely boost in shipments 
178,2019-04-03,0.43247175216674805,Iron ore thunders higher 
179,2019-03-27,0.1608072966337204,The global iron ore market is likely to have a shortfall mining billionaire Andrew Forrest says 
180,2019-03-20,0.15192346274852753,The Vale mine ruling has analysts weighing the iron ore market impact 
181,2019-03-20,0.07071889936923981,Cyclone lurks off West Australia near a key export point for iron ore shipments 
182,2019-03-18,0.00660573597997427,Vale shares declined on Monday as the world's iron ore producer faces continued backlash from Brazilian authorities 
183,2019-02-26,0.1699596792459488,India's pellet exports are expected to rise as buyers seek alternative sources of iron ore following output cuts by... 
184,2019-02-26,0.16110646724700928,Guinea sits on some of the richest iron ore deposits in the world but they've been more of a curse than a blessing... 
185,2019-02-20,0.5598469972610474,Iron ore demand in China is poised to remain strong and help bolster profits for Fortescue 
186,2019-02-19,0.003962042275816202,BHP doesn't have capacity to raise shipments into the iron ore market as Vale faces outages after Brazil disaster... 
187,2019-02-18,0.29311075806617737,A surge in iron ore prices is fueling hopes for bigger returns 
188,2019-02-15,0.019228048622608185,China won't come to the rescue in the world's iron ore supply crisis 
189,2019-02-12,0.16671013832092285,The global iron ore crisis in four charts 
190,2019-02-12,0.05873146280646324,Iron ore futures tumble as much as in Singapore 
191,2019-02-12,0.16671013832092285,The global iron ore crisis in four charts 
192,2019-02-11,0.6528815031051636,Chinese traders returned from their Lunar New Year holiday to see iron ore had a wild ride while they were gone. Lo... 
193,2019-02-11,0.18542234599590302, Stocks begin week on a cautious note Worries on global growth are driving bonds higher Iron ore rocked by the cr... 
194,2019-02-08,0.5214074850082397,Goldman and its biggest critic agree on iron ore outlook 
195,2019-02-08,0.057442307472229004,Iron ore surges hitting the highest since on concerns that an increasingly severe crisis will limit suppl... 
196,2019-02-08,0.3156808912754059,Iron ore futures surge more than to hit the highest level since 
197,2019-02-05,0.9399336576461792,If you are searching for clues on how the rand will move next watch the iron ore price 
198,2019-02-05,0.04614599049091339,Vale says it's temporarily halting some operations at Brucutu iron ore mine as part of court ordered safety measure... 
199,2019-02-01,0.04106250777840614,Vale's dam disaster helped spur an iron ore rally. But the metal's deeper troubles are on the demand side writes... 
200,2019-01-30,0.005087791010737419,Iron ore jumps to the highest in nearly years as the world's biggest miner plans to close some of its operations... 
201,2019-01-30,0.211076557636261,Iron ore rockets as a supply disruption from Vale the world's largest producer convulses the market... 
202,2019-01-28,0.041578128933906555,LATEST Vale SA's dam breach left at least people dead and missing in Brazil leading the world's biggest pr... 
203,2019-01-28,0.08612027764320374,RT In markets today Shares drop as earnings roll in Iron ore jumps after dam collapse Treasuries climb with yen Bit... 
204,2019-01-28,0.5396249294281006,India is on track to produce the most iron ore in nine years 
205,2019-01-09,0.06321980059146881,Iron ore's recent rally isn't sustainable according to Goldman Sachs 
206,2019-01-09,0.06321980059146881,Iron ore's recent rally isn't sustainable according to Goldman Sachs 
207,2018-11-14,0.2720637917518616,Vale holds talks to expand world's biggest open pit iron mine 
208,2018-11-12,0.013676927424967289,Two rail crashes don't spell disaster in Australia's iron ore outback 
209,2018-11-11,0.02654780074954033,A second Australian iron ore train has derailed in less than a week 
210,2018-10-30,0.01818009465932846,The global iron ore market has a junk problem 
211,2018-10-29,0.01818009465932846,The global iron ore market has a junk problem 
212,2018-10-29,0.19251243770122528,Rio Tinto world's second biggest miner says deal to offload its stake in billion Guinea iron ore project has... 
213,2018-10-17,0.23654380440711975,The world's iron ore miners have had a hell of a ride over the past decade. It ain't over yet says ... 
214,2018-10-10,0.01548190787434578,Steel mills in India are increasingly tapping the global market for iron ore over logistics woes 
215,2018-08-06,0.10197959095239639,It's a tale of two metals that are fundamental to China's outlook while iron ore's on a tear copper is under heav... 
216,2018-07-29,0.5518672466278076,Investors in Australia look set for another dividend bonanza 
217,2018-07-16,0.07296262681484222,Top grade iron ore may spike to a metric ton as China intensifies a clampdown on pollution... 
218,2018-07-16,0.07296262681484222,Top grade iron ore may spike to a metric ton as China intensifies a clampdown on pollution... 
219,2018-07-05,0.002262235153466463,Iron ore is starting to buckle with prices falling to a month low 
220,2018-06-19,0.018634933978319168,Steel and iron ore plunge by the most since March on escalating fears of a global trade war 
221,2018-06-14,0.4232211410999298,BHP gives the go ahead for . billion Australia iron ore project 
222,2018-05-04,0.30488190054893494,China takes a step towards global iron ore pricing power 
223,2018-04-25,0.040478046983480453,It looks like iron ore will gain a boost from China's shrinking steel stockpiles 
224,2018-04-24,0.040478046983480453,It looks like iron ore will gain a boost from China's shrinking steel stockpiles 
225,2018-04-13,0.7806631326675415,RT This Australian billionaire is studying a proposed kilometer transcontinental natural gas pipeline 
226,2018-04-10,0.01828635483980179,Global iron ore miners have turned off the tap on adding new production capacity to feed China's steel mills... 
227,2018-04-09,0.02530253678560257,China's decade long hunger for iron ore is about to level off 
228,2018-03-06,0.24731522798538208,Sierra Leone will hold elections on Wednesday amid voter discontent 
229,2018-02-26,0.07105593383312225,Iron ore surges to a month high 
230,2018-02-22,0.4402255117893219,Just years ago Anglo wanted to get out of iron ore and coal. Today they're the mining giant's cash machines... 
231,2018-01-23,0.02992316707968712,China is brimming with iron ore as port stockpiles hit another high 
232,2018-01-22,0.02992316707968712,China is brimming with iron ore as port stockpiles hit another high 
233,2018-01-19,0.06315943598747253,India considers plan to hand the steel ministry control of iron ore and coal mining 
234,2018-01-18,0.27725571393966675,BHP Billiton the world's biggest mining company says quarterly iron ore output is up 
235,2018-01-16,0.04994060471653938,RT Dollar's pain is metal's gain. The U.S. dollar plunging to three year lows has boosted copper zinc and iron ore price...
236,2018-01-15,0.847364604473114,Rio Tinto's full year iron ore shipments rose to a record after improving its rail network 
237,2018-01-09,0.6760041117668152,A top iron ore port ships half a billion tons as bears xall time 
238,2018-01-08,0.6543096303939819,Iron ore is in for a bumpy ride in 
239,2017-12-27,0.5301032662391663,Iron ore beholden to China's great clean up as quality wins 
240,2017-12-27,0.5301032662391663,Iron ore beholden to China's great clean up as quality wins 
241,2017-12-18,0.36750173568725586,Iron ore is powering higher as China's clean air push boosts demand 
242,2017-12-04,0.13865399360656738,Iron ore surges back to a bull market as China supercharges steel 
243,2017-12-01,0.7691237926483154,Two women named to lead one of world's top iron ore miners 
244,2017-12-01,0.7691237926483154,Two women named to lead one of world's top iron ore miners 
245,2017-11-29,0.32070380449295044,Goldman sees iron ore sinking back to 
246,2017-11-13,0.1298271119594574,Hong Kong picks a fight with Singapore over iron ore 
247,2017-11-13,0.1298271119594574,Hong Kong picks a fight with Singapore over iron ore 
248,2017-11-07,0.32624921202659607,Iron ore prices are rallying as investors assess shifting currents in China 
249,2017-11-01,0.8291383981704712,Watch the curve for iron ore's spring promise 
250,2017-10-24,0.2672777771949768,How one iron ore miner plans to beat a global glut of the commodity 
251,2017-10-23,0.11459553986787796,BNP Paribas has reopened a bullish bet on iron ore 
252,2017-10-17,0.005018311087042093,BHP's first quarter iron ore output misses estimates 
253,2017-10-17,0.24293281137943268,Copper's hot. Iron? It's not 
254,2017-10-17,0.1756928563117981,Iron ore could be heading back down again 
255,2017-10-17,0.5828970074653625,Rio Tinto is on track for record annual shipments of iron ore 
256,2017-10-16,0.46778568625450134,Blue sky in Beijing is raising the price of high quality iron ore in Brazil via 
257,2017-10-13,0.3496069610118866,China steel trade that Trump wants to punish is fueling U.S. rally 
258,2017-09-29,0.747805118560791,Iron ore's become the punch bag of the commodities world 
259,2017-09-29,0.056967806071043015,Iron ore's on the back foot as the raw material closes out a brutal month 
260,2017-09-25,0.06820020824670792,Iron ore has slumped back into a bear market 
261,2017-09-20,0.02472151629626751,Iron ore has been dragged back into the s after getting hit by a barrage of bad news 
262,2017-09-19,0.05112485587596893,Iron ore nearing a bear market doesn't bode well for the Aussie dollar 
263,2017-09-19,0.05112485587596893,Iron ore nearing a bear market doesn't bode well for the Aussie dollar 
264,2017-09-15,0.09469971060752869,The CEO of Fortescue world's th largest iron ore exporter will step down in 
265,2017-09-07,0.43788525462150574,This South African miner will pay a record dividend this year 
266,2017-09-01,0.7786343693733215,Chile's iron ore industry hopes to help keep politics out of projects in the future 
267,2017-08-31,0.7786343693733215,Chile's iron ore industry hopes to help keep politics out of projects in the future 
268,2017-08-29,0.07288419455289841,Iron ore's kings are spending again as China can't stop buying 
269,2017-08-16,0.7712758183479309,Iron ore in the s a ton may be as good as it gets for some time 
270,2017-08-16,0.7712758183479309,Iron ore in the s a ton may be as good as it gets for some time 
271,2017-08-08,0.15799520909786224,Iron ore futures in Singapore are now back in positive territory for 
272,2017-08-08,0.2815156877040863,Steel and iron ore are China's hottest commodities right now 
273,2017-08-07,0.15799520909786224,Iron ore futures in Singapore are now back in positive territory for 
274,2017-08-07,0.2815156877040863,Steel and iron ore are China's hottest commodities right now 
275,2017-08-02,0.7140573263168335,The world's second largest miner promises shareholders bigger rewards 
276,2017-07-27,0.060318611562252045,Goldman's now bullish on iron ore this year but not next 
277,2017-07-19,0.2760049104690552,BHP the world's biggest mining company reported Q iron ore output rose 
278,2017-07-18,0.12071751803159714,Rio Tinto the world's nd largest iron ore exporter narrows full year guidance 
279,2017-07-17,0.6590452790260315,The world's top coal and iron ore exporter readies for fresh investment 
280,2017-07-17,0.6590452790260315,The world's top coal and iron ore exporter readies for fresh investment 
281,2017-07-14,0.240742027759552,A billion tonnes of iron ore is on its way to China's mills this year 
282,2017-07-13,0.240742027759552,A billion tonnes of iron ore is on its way to China's mills this year 
283,2017-07-06,0.07909216731786728,Iron ore set to drop below next year top exporter forecasts 
